,0,1,2,3
1712,Sinister (2012),http://www.imdb.com/offsite/?page-action=offsite-facebook&token=BCYpT9oqTEUln-zAcI1-oaW1FLvgKhPjlX6rbdFBX3QN0c-Ar2fXfLG59D8Eo417YXQiDRirEdDA%0D%0A32h18dZWI4jyXKrrWGn1cMKUfBRT7l-vwy90qgZ68krrNLqekecF8Il6GsCbxNXDY6gnXJagRJvi%0D%0A0mDw3arM2PkhozA9nrOMBDRu0mI0oS3YcoRE2igTt9zemEoSROKNyzKWBZVMyBo6-xAm0g-7Ng7E%0D%0AV6f3P9cJFfc%0D%0A&ref_=tt_pdt_ofs_offsite_0,"1,634,229 people like this","1,617,580 people follow this"
1713,Sinister 2 (2015),http://www.imdb.com/offsite/?page-action=offsite-facebook&token=BCYq-eMhIXtPDEceU3Gyxx-71klpFzzobUY3Do1yGnc9yItyvGVfik_EwAApuxcN6ztpETvdNcYG%0D%0AioL0FV9HgEnvMDCK7guStWON7jlepBpiFqXry1-YxIvtBcpTJC-pObFuo_8cBLYeKJl_tvTnQ2fz%0D%0AoFxsx6qDY43l10g0rcPkuGgq5d4v9UviElrWcxNixZC--gU5sjqT_Sjmt1a5b_Hx39_tJ32PIB8D%0D%0Ac_vGkjW5zjg%0D%0A&ref_=tt_pdt_ofs_offsite_0,"1,634,229 people like this","1,617,580 people follow this"
1714,Sinners and Saints (2010),http://www.imdb.com/offsite/?page-action=offsite-facebook&token=BCYpGu9KnLEeUkpVEYupKMT6LCP_YvTbT3UHLBDE4J6sJJBscIThf5Dl0mXxCm4xqG8cUDmF6Jc_%0D%0AFun1G45X3g3-G8YdpLup6y9E68TSlu627RbqLz_78kkFumcrdjc5R0Fl76zc5lrcekQLgTWIePMi%0D%0A7tj-kSwPVSCOcD9F5J0ZpAtroVlh81O5LLS4-EdzHUxz0ALkjBiN0Vg3yDj6LWEPwE46TApIh2LR%0D%0ARIIm48CclP79B-2zpgriPgtEXVQw7tZB%0D%0A&ref_=tt_pdt_ofs_offsite_0,,
1715,Sisters (2015),http://www.imdb.com/offsite/?page-action=offsite-facebook&token=BCYgiRAPX2Alc8Run1PXtnYtGYhyMNjPyqD6ctZCpJ58DMvqTZ-FqDEIxXdJQb_uBMGQSudpBNMO%0D%0AkkBIgaWSKxxOsfEdFQkDgXZOdsL-L3p_uafenmAF6EOuvw4-9wWCsLgllJHKj5xCDGiIBTQbK2tZ%0D%0ASE0yssdBnWStilrBmTIfBva77n5pU9YDNKvuntZF8sVpvqMYIpzNNxGmZTrvV6NhOoRzo1tvwCU5%0D%0Ahz5Y4B7PdUOEbJHvR1AsA7di1Y8GDC_5%0D%0A&ref_=tt_pdt_ofs_offsite_0,"419,236 people like this","415,662 people follow this"
1716,Skin (2008),-,,
1717,Skyfall (2012),http://www.imdb.com/offsite/?page-action=offsite-facebook&token=BCYoXwqJeQl68aa-o_EzMWp86zhSFlivdPaT6UhLJxFGgUTlqdmCONkXlPNapvsDHT1gqvxBzOix%0D%0AjCNrlBEbscMejbcPq9vMkIjOgCWVtUTPI0m_1bWQevglgLoDfdsS1KH9kmDp8MlWFJgU7NVc_94B%0D%0AaAPIRvoq8IYV9yrOfUU1C7t1-RJvfA_1x7lPBKRbxGdwO6fu4BDZ_8puFnR6D3a7FcOlkTUx48Dz%0D%0AFptNRsSpvA0%0D%0A&ref_=tt_pdt_ofs_offsite_0,"4,917,247 people like this","4,830,959 people follow this"
1718,Skyline (2010),-,,
1719,Sleeping Beauty (2011),http://www.imdb.com/offsite/?page-action=offsite-facebook&token=BCYsrGeZxtZfUNLUNsOcLQK552tRPsr8HrokXN82Mxi5VGRItWRr0U4MvXOGJCqjCd3eHsFV7Zcx%0D%0ArCCjkXQ_-aNEIFuchzWIsRbN7ao0ChU8wnPLozDzfGWqFPqocJ8fbIioK2ECb2ndka0p4lRvJfDl%0D%0A4J3TlJ9nVcC6sb3k9-t91ZWiddMcL1JWrZuD0H-BPrs8ttBdxG-nYZRN2QlJk2QRAX3m6h06ZkxV%0D%0Ai98C387G5ekrOn5yyfRTd5g7UYUQIjx8%0D%0A&ref_=tt_pdt_ofs_offsite_0,,
1720,Sleepwalk with Me (2012),-,,
1721,Sleepwalking (2008),-,,
1722,Sleuth (2007),-,,
1723,Slipstream (2007),-,,
1724,Slumdog Millionaire (2008),-,,
1725,Small Apartments (2012),-,,
1726,Smart People (2008),-,,
1727,Smashed (2012),-,,
1728,Smiley (2012),-,,
1729,Smiley Face (2007),-,,
1730,Smurfs: The Lost Village (2017),-,,
1731,Sniper: Reloaded (2011),-,,
1732,Snitch (2013),http://www.imdb.com/offsite/?page-action=offsite-facebook&token=BCYm53liLJbjutZgt0BdzOocA1sZznfJepjMvbl4Sm7IeWf8Bq2DCEpRsq006HA1jJcMNb5dV3Dj%0D%0Aoehu77NrKKCNTEPTFWlmc6eZ5bLfRgQx01H4LbnRpxQGNjTOKyAuezLftjWWHmwWWewKTjCdJvS5%0D%0AqO0glkB4f2JPBGlRfRXCoQ8A1Y1GeXbtf6Ch3SZQz_ANLaVg_tg3EJ2qsodc9RNPiVnydXQXDO1Y%0D%0Aq81ZzEXRXr0%0D%0A&ref_=tt_pdt_ofs_offsite_0,"1,005,885 people like this","997,056 people follow this"
1733,Snow Angels (2007),-,,
1734,Snow Flower and the Secret Fan (2011),-,,
1735,Snow White and the Huntsman (2012),http://www.imdb.com/offsite/?page-action=offsite-facebook&token=BCYidTaXFR4UQ8jArSbIxxVP8Mzuvz2yb8ag5xpZb4PU6LcxT7PFBRz15jDQqIVOwfJ2k4o3y-k_%0D%0A4VROwrSKL2sletm-26dC6xUbQAIMKF-VuufFZW-REXSyB-SXSTsN9tZx2LQjHq3K77Q2-3mjzHw1%0D%0AbbqoStatKcRQHQODewUCTj-DPNpw1zFOcXCh-7Q938NOW6zCyY-2FIFKyGS4lzFooDED607NxQQs%0D%0AW2jYZPd4lnQ%0D%0A&ref_=tt_pdt_ofs_offsite_0,479 people like this,485 people follow this
1736,Snowpiercer (2013),-,,
1737,So Undercover (2012),-,,
1738,Sofia the First: Once Upon a Princess (2012),-,,
1739,Solace (2015),http://www.imdb.com/offsite/?page-action=offsite-facebook&token=BCYqU6kMbox_8nkcT4aFz-60s54XMIx7lxUOdSExVndRTkr8kJ_alR5saxFWFE41YcD2YUd6GCBN%0D%0AmzeexgE98F-U6-LkZ1x7gjDKugaW6nvJFiCRWvRgZHulciJsbEBSnRbococWyURQlUv0gW3OcnGF%0D%0ARPRIJmcwmd9e5CD_zPU-3OChI-fD0xBClSzn0GsFc2l7SfwcPn5j0H0OL2DJO4Nf9HFZRTz1wgvZ%0D%0AhQOpSDBxG6O4Lbvl1DoyWKKQuKvKXfn5%0D%0A&ref_=tt_pdt_ofs_offsite_0,"7,945 people like this","7,810 people follow this"
1740,Solace (2015),http://www.imdb.com/offsite/?page-action=offsite-facebook&token=BCYlUdr2N38irpMgdmwVvjqveAAKcKKO4QHOaK2pZ5C9EA3wWMsDMycSpDHri1pwe5z4laCESZ_R%0D%0AhB_2b8Nkhu6mj3dhsak9ecDVkx1e26Oi4emP_kE8cpSWxdBkoOT4JGAKBGhX1uOYlDNSM2ZFvMxU%0D%0Aj2wMz7WcAnYxgtN8gOa9apM_rRWLZYvs0LWf2WM8d_CDX7jns-KPt7XhsAL_aZUK3DkiXU4uPZHO%0D%0ApgJby5drC3SJJVeYm0_0DXs4cnS9FMN5%0D%0A&ref_=tt_pdt_ofs_offsite_0,"7,945 people like this","7,810 people follow this"
1741,Soldiers of Fortune (2012),-,,
1742,Solitary Man (2009),-,,
1743,Solomon Kane (2009),-,,
1744,Solstice (2008),-,,
1745,Something Borrowed (2011),-,,
1746,Somewhere (2010),-,,
1747,Son of Rambow (2007),-,,
1748,Son of a Gun (2014),-,,
1749,Song to Song (2017),http://www.imdb.com/offsite/?page-action=offsite-facebook&token=BCYovwAXnqvQFmEHeCrf_9eIlZ6qA1AgtS06Jq08I6vTbUoOqUrH4me1xpnTlYtYl97lXb-bEk61%0D%0A8V5MRdDIfxdKz1uUceDoCm1kmifofl9wtUdEJb1UyrXW3HdX0rQXhEfe6FYZMUYoVr1M72YAx2kz%0D%0AwHXFtA2_LNzQ-W3hNC_xLLI5IEkl7CljVy2QDTIkzVIefhRMfE6dFXBlMdwEIO3nIrdhiPipiy3Z%0D%0AFN5sy6bkk3M%0D%0A&ref_=tt_pdt_ofs_offsite_0,"23,406 people like this","23,929 people follow this"
1750,Sorority Row (2009),-,,
1751,Sorority Wars (2009),-,,
1752,Soul Men (2008),-,,
1753,Soul Surfer (2011),-,,
1754,Sound City (2013),http://www.imdb.com/offsite/?page-action=offsite-facebook&token=BCYjcYfg9pd9F6wmIjrtzjbSxpJUYPY55FgO934Dl9cPD9L_o9n-pLYbTI9ul-HI-KlwxZwma_Zf%0D%0AhmjLC-1nJIrEKReD5qFFBa5w2aPc1VQWKSInsFZQ9lkpXwbCo-2DdF6WBgsVHFyhVNPZQA-fmemM%0D%0AJtQegDm36RNMzoy8_Mdtc0_sFqJEjMgdGmIVjtVPnEBRtWiQnmMdS8tLq_hIChvssHhV4pvgAbrm%0D%0A_Dg6IcDONH4%0D%0A&ref_=tt_pdt_ofs_offsite_0,"168,065 people like this","165,091 people follow this"
1755,Sound of My Voice (2011),-,,
1756,Sound of Noise (2010),http://www.imdb.com/offsite/?page-action=offsite-facebook&token=BCYqmVVs8FWteqGe-V4qhhf0iefu4hHfVsQmHIyWtWPAA5DqlORGbz6OpN3XhdOXvajNzae2rVOQ%0D%0AG9JsfrQokJtG4hvqyiB5g5YbxYfjKvDWi6i9ilsaOr16SAiP5q8YpEQBqRCnwwSbzyL9uzpm2O4o%0D%0AZ07Qu-2bIAdddUdt7J3T2erg6WT-FDr0CMsDJLLosmKx4y76o7WjgdjKBoHRr3MBnCtI6DPjui-A%0D%0ALDEf-kThgJk%0D%0A&ref_=tt_pdt_ofs_offsite_0,"19,333 people like this","18,293 people follow this"
1757,Source Code (2011),-,,
1758,Southpaw (2015),http://www.imdb.com/offsite/?page-action=offsite-facebook&token=BCYj6UpZAdm9S865EROvVV_OAu2BV-7j6OAcGHiICSELliwehikD8oGSNDlu7_HRJz57DuFuyYoB%0D%0Au0sLP8uQtI-UKhrwTUQfkM6ZKsfPXXgyMV_eqnMy-Ts7iPQ7hozO9XdRuLx9G_Ipl0TY9HL2nwY9%0D%0AGNjwf60kBFWodN6e-3LK_oZbh9wq-n1KrInDd4QJeekS3XpIZtR-j1HA9gPFFtSLzE8iUmWuUYJT%0D%0AtkHLc2NnoYk%0D%0A&ref_=tt_pdt_ofs_offsite_0,"335,081 people like this","330,379 people follow this"
1759,Space Chimps (2008),-,,
1760,Sparkle (2012),-,,
1761,Spectral (2016),-,,
1762,Spectre (2015),http://www.imdb.com/offsite/?page-action=offsite-007&token=BCYg1sc9rXvAeKfvzmaK3r6S9XMp5puV5tX1foagWmBMZJ51d1fm2wVDqf6HsWk5Ow3qeQ5RzRLw%0D%0A7JP8cc2EA9JWhPppdvLTOsG20jVIEHhA8-yAf7vwQumR43f5GdgA5GwqnOlvTMBjUXiAjBd-hBxb%0D%0AGQy51YR9C6ch3bBWC2zWlemzQsa7THOIc_R0ND8aWAsfmfCPgGVTM_U4ti9K9j9EKQ%0D%0A&ref_=tt_pdt_ofs_offsite_0,,
1763,Speed Racer (2008),-,,
1764,Spider-Man 3 (2007),-,,
1765,Spider-Man: Homecoming (2017),http://www.imdb.com/offsite/?page-action=offsite-marvel&token=BCYpLsBgJFYvKGhu58PWANdogOutZMfuId9_3YMRxX8iItUOGjJ_Vatk-sefKywmk3ZrFOMJa-z1%0D%0Ar6crsWH-nLxVLIsZMCQ0hZFydK6zfu_YRg2leRjXM3Pj5ag8crg_m6im7UGH0TpxemQn7l069PHk%0D%0ABsT-PtV9IGCKLaxQN7wNjBFibx31Vnmuy2Glxz2fl653hjoY3FNEu2ztK0eiSpxlGqZ5qiPYXt8L%0D%0Aw0nZfA5xvcYse7PY9jnlWNK7ItRETI-L%0D%0A&ref_=tt_pdt_ofs_offsite_0,,
1766,Spielberg on Spielberg (2007),-,,
1767,Spine Tingler! The William Castle Story (2007),http://www.imdb.com/offsite/?page-action=offsite-facebook&token=BCYqIER1-Hob1qaenB1CA-xg4-8i4A1WyfP-GXJ_sNep_kNu9OvM4SvTq5amPBoqD0yqvMPC1HWN%0D%0AMRWcDSu6mvoodNpWGNO4ss-uYULMHxAIPzMMnOxNQVPEYZUj_kV9IiFKjHOCYSQ-3d0l9AYMSUrp%0D%0AqQlsWEXdUTs92_1wwf0HYaXVEKJVQFJPTMli9P2JV__eTsnPFyVZ6nNboRVM81GZ9EuRqA36BwSQ%0D%0AT7zqtuX7g88%0D%0A&ref_=tt_pdt_ofs_offsite_0,"2,158 people like this","2,082 people follow this"
1768,Splice (2009),-,,
1769,Splinter (2008),-,,
1770,Spread (2009),-,,
1771,Spring Breakers (2012),http://www.imdb.com/offsite/?page-action=offsite-facebook&token=BCYp_b55W4AfRrA4wP0Jc0GR0S14YC6Vofxbyk_6kJ2tlf7AmjgGAOsQ4Qf90nznw4NxCM07v449%0D%0AGg6cTkjm6b7PiUs7a9p61b3rnCnCnQv8PVM1YCoViwzvE8B8n7WlwoF4T_SAt6-4gOsSbE7MBe3x%0D%0AhrgvV1Z9BGvRlubpBXBTKl42bZPEp86Ox0ye1p2QMqWRNtzdBmmJnNOTjujnLBiXtPE7r7_xL9Jz%0D%0Anf11c13yMbw%0D%0A&ref_=tt_pdt_ofs_offsite_0,"1,079,931 people like this","1,064,280 people follow this"
1772,Spy Kids: All the Time in the World in 4D (2011),http://www.imdb.com/offsite/?page-action=offsite-facebook&token=BCYmCjDBjUt9ip7bf93GpPz1OYseuvzetsRsWHMxtiOF4wQgOyfiK_Y8yw_e8S3EHO-L4nT-zyid%0D%0AlimUI1M4St0SFfXWFwUh_JL8TGjmXgwzUhBP5lPdQHNzqr3Ws7HG_hEbjWxcELNC7-jWnH2ixS4m%0D%0A6gfTe9ekwGk2hBDY38GBIOXam_4qsn8y_9u__bOcTAkz8KAj3-jjv_HQaKMPqCcj9pukiCBjj4hC%0D%0Av5d4maEmXuSGNQOBRYkB1aq0n0UO_W6rSbp334E1JS20l7Zo4kGNZA%0D%0A&ref_=tt_pdt_ofs_offsite_0,,
1773,St Trinian's 2: The Legend of Fritton's Gold (2009),-,,
1774,St. Trinian's (2007),-,,
1775,Stake Land (2010),-,,
1776,Stan Helsing (2009),-,,
1777,Stand Up Guys (2012),http://www.imdb.com/offsite/?page-action=offsite-facebook&token=BCYmJY5nYVts8F2F_VxMxgUv3LVpiArigW33cYxcn1H49jr3g_BvzKMZDf15eyPgNLMitY2nidny%0D%0AQpE1FipX2Q63Sws2kP6xPSnIQq5NLGY8XKsrPnrTP52naAAAWHxMJ7Eyhx5e5KXEpN6GUoJgTg3k%0D%0AbBzwfoJcfu4ZCg8m3Jl9Ssxwh3g0SNvmMW7hPkV76FedjjsIgERowclVYpvXdVwd3YDxWH7s-Q7c%0D%0A209TS7LPKdXH34bGrF44xNXfNKePrELP%0D%0A&ref_=tt_pdt_ofs_offsite_0,,
1778,Standing Ovation (2010),-,,
1779,Stanley Kubrick's Boxes (2008),-,,
1780,Star Trek (2009),http://www.imdb.com/offsite/?page-action=offsite-facebook&token=BCYqW0qQmYfRGuiMOrpw3dzrRirmBbvaqOhMz-veS26Omkp5_Oe_vyKzwooBNk2NyLQ10sM9s0x-%0D%0AtmP_PrLktPHPJdeEsehurTmZ_LjuSSz-phSslwkuTxI9OzMBECgWi2eLQ46IUz3crl3Iu26SuolM%0D%0AG6qvTFuK3Rf-hPFlbAi9YNJ1JWdlEGP5a2LhiGoqj_8U_0ngtTnE-xMN_ZZ2kYIZ_aex1d8rZWbr%0D%0A8rdqVcIpEHw%0D%0A&ref_=tt_pdt_ofs_offsite_0,"3,767,176 people like this","3,640,882 people follow this"
1781,Star Trek: Beyond (2016),-,,
1782,Star Trek: Into Darkness (2013),http://www.imdb.com/offsite/?page-action=offsite-facebook&token=BCYg0szpXvH_2RkgDN4Mz4XO2pY4icmtHDWZx5vdmXEub49BEE4lvll5qhbrxUviRtA2ccRJHnbT%0D%0AYQaG0SHYZNM_0r7N6BkK7qWCEdWoMoAKa7jeWAllKCa20PTRZ7oVI62Xb_DiJw0X8_o_0BaYTpcL%0D%0AZBStB5kxQuKeSZVdksBBjmy_nNHDU8nBDdrCiDuf_FhV6CuXlaPAfNo3WqXJGmLrt1rONc_nlVvM%0D%0AZWGw1n-Iig8%0D%0A&ref_=tt_pdt_ofs_offsite_0,"3,767,176 people like this","3,640,882 people follow this"
1783,Star Trek: Renegades,http://www.imdb.com/offsite/?page-action=offsite-facebook&token=BCYji7hqRQ0zG_U9t0OyOzCIJSAQFTVeV9QY8Rb1y8UntK9R-eQ0m4uYRldSfCriFz89tlxMVmzL%0D%0AwYTydSIl0lsBL35UdHH9bCUrLKpOFiEEj2W3lQC_boRVVFecvL_o629SVXXJkvH3VU4tQHKIQ4cS%0D%0ArgLyqr0xGLCqqzgyuC8_1qrXitneq-2gcCw-bCGb-XSyk-OE8aNptVw82FnALNM4N1ejSzrdhYj1%0D%0AMj-3ASZSgL8%0D%0A&ref_=tt_pdt_ofs_offsite_0,,
1784,Star Wars: The Clone Wars (2008),-,,
1785,Star Wars: The Force Awakens (2015),http://www.imdb.com/offsite/?page-action=offsite-facebook&token=BCYjYj9jrPlHDkVBpP0VKXx9Nwu4SSSBfPhUG9VeFFqkX_eJebYcr4TiJ69cvD0KlAIaYuSlOJlB%0D%0A5CzqVYLIGuOtaeHR8twg9rT4YdV60RQqkaRhM6qTOJntsBA9oQSpd0-On1YWkf6FJ_LqZrr0uK6t%0D%0AJ-PCEAYumAmuQS48r33TAmnZRyqVVCM4c2l-PZdZZTracpUkprv8ylnwrhn7iPKtVytYOOOFjcJm%0D%0AEeHRMUoQAlY%0D%0A&ref_=tt_pdt_ofs_offsite_0,"19,601,172 people like this","19,239,623 people follow this"
1786,Star Wars: Episode VIII - The Last Jedi (2017),http://www.imdb.com/offsite/?page-action=offsite-facebook&token=BCYqDTH4fWCTlmrfzL-EMvgWwgWjfXH4akCBBIkIbsZzAcjgsGEyL_T7BoYQIAd6drytu-S7a52q%0D%0AYc907eDReD8_99JCvmtrXodaMfdpwSq44_5dvXYIZxQG51q2HljUkfER6--5hOD0ahrtERzrCVlv%0D%0ABdRA9aXGFo9vhWp0UEvFUa6Epkmc9ovUnKlhJC4u8Mw4qwzBqqV2u0P7JAzIztbh0opHLHZrFNWz%0D%0AiagUM0L8kQc%0D%0A&ref_=tt_pdt_ofs_offsite_0,"19,601,172 people like this","19,239,623 people follow this"
1787,StarStruck (2010),-,,
1788,Stardust (2007),-,,
1789,Starship Troopers 3: Marauder (2008),-,,
1790,Starship Troopers: Invasion (2012),http://www.imdb.com/offsite/?page-action=offsite-facebook&token=BCYgHNAyxflh_6myvAfrRUA-k8T9sVsSBWf33zUoQ3X-PQJDNCB_N4Yf6YHvRuyhtKabPJdGHCnb%0D%0AXNGZpN6T9NFqc6ocvVGiB80bqJSlpAywkasMsfyoXsbslBwuiN6tqYNWunpgWCtqSPMtIT7UhkAY%0D%0AwnKn_SJW2s-TEWd9CRbhLajAH7oZiSlvVbppM0jzHEaxYLFtNoqdX2jlMV9PTiZE6Sl0VKZqNWXu%0D%0AgIRzaLkRs0fNTzn0e6by2scNAvzkESiR%0D%0A&ref_=tt_pdt_ofs_offsite_0,"223,147 people like this","209,632 people follow this"
1791,Stash House (2012),-,,
1792,State of Play (2009),-,,
1793,Stay Cool (2009),-,,
1794,Stealing Cars (2015),-,,
1795,Step Brothers (2008),-,,
1796,Step Up 2: The Streets (2008),-,,
1797,Step Up 3D (2010),http://www.imdb.com/offsite/?page-action=offsite-facebook&token=BCYvHhABn9RGZsZ0nqO_mWVpz_B5NB8IpI-doy0EzGazBE_8YE5S1o0xUpDHY9A8IJrbkCJd-FRS%0D%0A0UOyAsekJ_mNV3ro5FvA7fC2RT6zdmIrdPVYWMEiBGFCLZuhPPkQBEeMXRhz9O-xd9aoF6kYb0bH%0D%0AFzuDmMi62byMmIlgXcxfL3PINnIXKM8_20Nc6PNU3h9UxVObjYx2rNn8BGSrHe6D-pr20bJEQsWU%0D%0Ah4XIDt7LSsY%0D%0A&ref_=tt_pdt_ofs_offsite_0,"18,577,198 people like this","18,225,845 people follow this"
1798,Step Up Revolution (2012),http://www.imdb.com/offsite/?page-action=offsite-facebook&token=BCYtvEML5NogbCa2OT92P76wHhqV30UNYwkBDwmcPpLcv-YnYPWI_G_hatMLaOWJsIqleAMlYCR5%0D%0AL3xiQvJVxbBilnwV4Gxc41qiyndtr6R2EGPWk-F58U6-NoTSc9n7xDxWgI8WkkxVuV3R6YHP9WlI%0D%0AkycxW_LemnYB-NBj23I4eBLGMaN0v74iuKBkLHdA3juROOXGSHhDwYtxOELuFiTUdoYo8XwB1MCA%0D%0AUPI1B6IIM7g%0D%0A&ref_=tt_pdt_ofs_offsite_0,"18,577,198 people like this","18,225,845 people follow this"
1799,Steve Jobs (2015),http://www.imdb.com/offsite/?page-action=offsite-facebook&token=BCYqfYChsmep2fnFvZ4vq-rEgrcdYxpLyjive0iLz2si2FHXsYXs0Aq6tx7d3PxuwTym9pSG6DF9%0D%0Aa3OWVe7DTIyjbMib3KXNYbkDiGwxeR9b_7-wLAcr5ByvdlENaLRoQt_mhOKZqodzXgLl3ZmvpC1W%0D%0AvxxZ1HRtfB_4CFdBh50RGyNhGnviZ-EcwXX8w_BSM5zn4AKnFf9t_OxoqWEQ-H0cKA7ht7FHS83u%0D%0AwQwsUZmaZfo%0D%0A&ref_=tt_pdt_ofs_offsite_0,"473,939 people like this","473,468 people follow this"
1800,Steve Jobs: Billion Dollar Hippy (2011),-,,
1801,Stiletto (2008),-,,
1802,Still Bill (2009),-,,
1803,Stitches (2012),http://www.imdb.com/offsite/?page-action=offsite-facebook&token=BCYjw8eZLgk610n2PN2ZoqZqzuvbUJdST3v2AdR4eNqABXX9JwDyj1T0zq56UEimccbWpYj1VdOk%0D%0AcY56yiWniIMIs0nM3btJHd4bKRwjtxDm_A2-DT9eSd84Om-i_pDP3HSEJag0FqrT2hY_Mu9GiqC9%0D%0AmfICbCOTAPlFFkDZyhqBN-2Z3usyE8hzb3EBEV6KLCuj5vUBju89O_wWfn9T4_J3pRMtctd5HfB_%0D%0A4aO6bm8dJ4Y%0D%0A&ref_=tt_pdt_ofs_offsite_0,"9,564 people like this","9,404 people follow this"
1804,Stoker (2013),http://www.imdb.com/offsite/?page-action=offsite-facebook&token=BCYsYIA0aXN3RVsVywt0HogobNboAlPaRfIJeFIa_75VKjStrNZznMI0ltChDwIHdXwG29fQR4va%0D%0ALgo6soAPoxbGhqpcgNMPkrIfI1lM2CSS_4yIAXzzKMLU1GC5SUdMZm6gzb7vXwEEqPmHgA7sFRh6%0D%0AXqgDYslO9EVdxTg4Oa426yObJlfruBgAMYHOtt0rGJJw-3qz2qKZho27rg2WrJJr_D06G5KFpZqp%0D%0ACQoHlxubQBY%0D%0A&ref_=tt_pdt_ofs_offsite_0,"71,079 people like this","68,365 people follow this"
1805,Stolen (2012),http://www.imdb.com/offsite/?page-action=offsite-facebook&token=BCYtS40pOyMHGYTPm212uI8HlHi6THrbhHv7nIIforWBQ5i8N5THGjR71G6tgeeTS-xjsqsHqMO6%0D%0ABGbPBbQZWlyNlF5_zd7k_OanNQ-LDENd6BKMCu-dlKNCTFkqLOCu-4hm2tTACNdnwaj_tieZxAiN%0D%0AMI3SxCiTF3yM4ct_GPyjBESD4VDrrz0Sbh21ad_uMj4_iFHhelw4YjA1Z8OPrHAEbwe9h3AvY-mG%0D%0AKTBHu7yCrIs2Qkdvv52roNaW3ufHCcpx%0D%0A&ref_=tt_pdt_ofs_offsite_0,225 people like this,218 people follow this
1806,Stolen (2009),-,,
1807,Stomp the Yard (2007),-,,
1808,Stone (2010),-,,
1809,Stone of Destiny (2008),-,,
1810,Stonehearst Asylum (2014),-,,
1811,Stop-Loss (2008),-,,
1812,Storage 24 (2012),http://www.imdb.com/offsite/?page-action=offsite-facebook&token=BCYv2sv5CkK_68Q2-jXo_yOECnBWnXGnLmRktx0plauu3HB9fYfLpwD7Fx02vjth84M2WfH_OJt8%0D%0ArBZlG-Q-9KjIhxVRYDyxidkBFXdIFdegCtMfKlJs6tZcw5d2Ym0teFLxKTidzA8CbBLxLZPM3xx1%0D%0AClyfKXAikXay1IMnpa_ZGLXzrle9fiNK1n2dnqWLSzCPPoMPIxyQWp-5G-YFUVWSzERF5DkHnA_e%0D%0A8J8bhcu1STE%0D%0A&ref_=tt_pdt_ofs_offsite_0,"3,523 people like this","3,437 people follow this"
1813,Stories We Tell (2012),-,,
1814,Strange Wilderness (2008),-,,
1815,Straw Dogs (2011),-,,
1816,Street Fighter: The Legend of Chun-Li (2009),-,,
1817,Street Kings (2008),-,,
1818,Street Warrior (2008),-,,
1819,StreetDance 2 (2012),-,,
1820,StreetDance 3D (2010),-,,
1821,Strictly Sexual (2008),-,,
1822,Struck by Lightning (2012),-,,
1823,Stuart: A Life Backwards (2007),-,,
1824,Stuck (2007),-,,
1825,Submarine (2010),-,,
1826,Suburban Girl (2007),-,,
1827,Suburbicon (2017),-,,
1828,Sucker Punch (2011),http://www.imdb.com/offsite/?page-action=offsite-facebook&token=BCYgx5I2vUjGpiefLiU1XzP-UmII-bvq9GTPaaFkVySM__DBODLeUNLFHkZuZeBi45-A6G_7uN6I%0D%0AZ9o3R7ox9HscbYNTuZY81l-jvGujFUXN_CVnjFFZabJ0GUeIjGwAME8OJaGZMcG6fgFqp0LTZoHr%0D%0ASRg9Ng-Y4hqZzmtwIaavzpIwLeMhn2GTXL8oyyj9kx3fZ9RiKfZK_1YumkidAyGpHhn60HWIIz6o%0D%0ADHZQA8WgyQk%0D%0A&ref_=tt_pdt_ofs_offsite_0,"1,588,678 people like this","1,546,059 people follow this"
1829,Suicide Squad (2016),http://www.imdb.com/offsite/?page-action=offsite-facebook&token=BCYvQkFPGWxGKG2sX0QPGJZLZo0sE2xmsd7j8tqnPBLnde6OhgRCF8WIK1D4k2b41ISfgdZ1GOMx%0D%0AbFDMfrJN-qNgL-iCDEge-p5j5fkaf-Xl78h135Cu5Csb7KGW2-4NP86OV6Bpl67AM86sD7d3Xw6H%0D%0A5mOX5wdLiq1mfBxEUzEaHXY_6Y2srWy36K28Smp4QVn0s62dNfOGAi4vvE9kDrCNEK9BgadLTqf3%0D%0ApaItynwtqis%0D%0A&ref_=tt_pdt_ofs_offsite_0,"7,066,507 people like this","7,063,784 people follow this"
1830,Suite Française (2014),http://www.imdb.com/offsite/?page-action=offsite-facebook&token=BCYjHZ9LSuNcKOyd9lHtZ7vGDtWkUaOyZLNfNlB3UWa4FW7a0ntL82KDJ7u-y9tUb3Xd7vJogwXT%0D%0AcM5BQg7bwiQHHeMq9e7cvLWk1WD5qwsWeIzygufXqNyVRZ-voRGqUb89Rn49OltbgFCrMNYwdE85%0D%0Adjj2LrYi_xB4Zim6rjivEqGaXHIfgFmMAiN1M3fQ2cUlIqTPU-xHy48d_Yj3Wp9bGyMtebXaSy4G%0D%0A9oAi9R0cjPY%0D%0A&ref_=tt_pdt_ofs_offsite_0,"25,581 people like this","25,172 people follow this"
1831,Sukiyaki Western Django (2007),-,,
