,Title,Genre,Datepublish,Rate,RatingCount,Director(s),Writer(s),Actor(s),Summary,Description,PlotKeyword,Time,Color,Language,Budget,Gross,Facebook_link,Offcialsite
1042,John Mulaney: New in Town (2012),"['Documentary', 'Comedy']",2012-01-28,8.1,"2,793","['Ryan Polito,', 'Jake Szymanski']",[],"['John Mulaney,', 'Amy Schumer']","Congratulations, you're a few easy steps from being the lucky owner of this stand-up special! Your purchase comes with the thoughts and feelings of comedian John Mulaney: a pleasant, nearly...
                    See full summary »","Congratulations, you're a few easy steps from being the lucky owner of this stand-up special! Your purchase comes with the thoughts and feelings of comedian John Mulaney: a pleasant, nearly-30-year-old man, who enjoys making fun of himself and others.                Written by
Anonymous","['tv special', 'stand up comedy']","Runtime:
        60 min","Color:
        Color","Language:
        English",,,,
1043,John Oliver: Terrifying Times (2008),"['Documentary', 'Comedy']",2008-04-20,7.1,609,['Troy Miller'],['John Oliver'],"['John Oliver,', 'Andy Zaltzman']","In this stand-up comedy from Comedy Central, British comedian John Oliver discusses global issues, politics, and his childhood.","In this stand-up comedy from Comedy Central, British comedian John Oliver discusses global issues, politics, and his childhood.","['stand up special', 'stand up comedy', 'tv special']","Runtime:
        60 min","Color:
        Color","Language:
        English",,,,
1044,John Wick: Chapter 2 (2017),"['Action', 'Crime', 'Thriller']",2017-02-10,7.5,"221,688",['Chad Stahelski'],"['Derek Kolstad,', 'Derek Kolstad (based on characters created by)']","['Keanu Reeves,', 'Riccardo Scamarcio,', 'Ian McShane']","After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.","Bound by an inescapable blood debt to the Italian crime lord, Santino D'Antonio, and with his precious 1969 Mustang still stolen, John Wick, the taciturn and pitiless assassin who thirsts for seclusion, is forced to visit Italy to honour his promise. But soon, the Boogeyman will find himself dragged into an impossible task in the heart of Rome's secret criminal society, as every killer in the business dreams of cornering the legendary Wick who now has an enormous price on his head. Drenched in blood and mercilessly hunted down, John Wick can surely forget a peaceful retirement--but above all--in this lethal ballet of bullets, can he make it out in one piece?                Written by
Nick Riganas","['one man army', 'violence', 'shot in the head', 'blood', 'sequel']","Runtime:
        122 min","Color:
        Color","Language:
        English
            |
        Italian
            |
        Russian","Budget:$40,000,000
            (estimated)","Gross USA: $92,029,184, 27 April 2017",/offsite/?page-action=offsite-facebook&token=BCYsNKY-EQn7G7G4L3FwGUfKZ77R3n91LrNziSJG3D4Y8fATOfPNNaHbFmcS5IYGvYg2zTMc2oWN%0D%0AcdFRjXvV6QWLfLpxrwvzK_nxs1aOewvZOxM0xYBztaD4dO-dtB2SiLKPf_xsHpe3yk9nWBqWvkXO%0D%0AgslfjWU41Ne8f94Easg7HY8o_Ogbg9dtZs-j0HuN7XY6p88TvrfofsUo6Qk19cMLKCWVJbTzJ6Lw%0D%0Au2zGNOOj3P0%0D%0A&ref_=tt_pdt_ofs_offsite_0,
1045,Johnny English Reborn (2011),"['Action', 'Adventure', 'Comedy']",2011-10-21,6.3,"98,474",['Oliver Parker'],"['Hamish McColl (screenplay),', 'William Davies (story)']","['Rowan Atkinson,', 'Rosamund Pike,', 'Dominic West']",Johnny English goes up against international assassins hunting down the Chinese premier.,"Rowan Atkinson returns to the role of the accidental secret agent who doesn't know fear or danger in the comedy spy-thriller Johnny English Reborn. In his latest adventure, the most unlikely intelligence officer in Her Majesty's Secret Service must stop a group of international assassins before they eliminate a world leader and cause global chaos. In the years since MI-7's top spy vanished off the grid, he has been honing his unique skills in a remote region of Asia. But when his agency superiors learn of an attempt against the Chinese premier's life, they must hunt down the highly unorthodox agent. Now that the world needs him once again, Johnny English is back in action. With one shot at redemption, he must employ the latest in hi-tech gadgets to unravel a web of conspiracy that runs throughout the KGB, CIA and even MI-7. With mere days until a heads of state conference, one man must use every trick in his playbook to protect us all. For Johnny English, disaster may be an option, ...                Written by
Universal Pictures","['assassin', 'premier', 'chinese', 'conspiracy', 'gadget']","Runtime:
        101 min","Color:
        Color","Language:
        English
            |
        Mandarin
            |
        Swiss German
            |
        Cantonese
            |
        Russian","Budget:$45,000,000
            (estimated)","Gross USA: $8,305,970",,
1046,Jolene (2008),['Drama'],2008-06-13,6.5,"3,513",['Dan Ireland'],"['Dennis Yares (screenplay),', 'E.L. Doctorow (story ""Jolene: A Life"")']","['Jessica Chastain,', 'Frances Fisher,', 'Rupert Friend']","A teenage orphan spends ten years traveling cross-country experiencing life, love and heartbreak. Based on E.L. Doctorow's story, ""Jolene: A Life.""","A teenage orphan spends ten years traveling cross-country experiencing life, love and heartbreak. Based on E.L. Doctorow's story, ""Jolene: A Life.""","['public nudity', 'las vegas nevada', 'misogynist', 'adulterous wife', 'extramarital affair']","Runtime:
        121 min","Color:
        Color","Language:
        English",,,,
1047,Jonah Hex (2010),"['Action', 'Drama', 'Fantasy']",2010-06-18,4.7,"49,487",['Jimmy Hayward'],"['Mark Neveldine (screenplay) (as Neveldine),', 'Brian Taylor (screenplay) (as Taylor)']","['Josh Brolin,', 'Megan Fox,', 'John Malkovich']","The U.S. military makes a scarred bounty hunter with warrants on his own head an offer he cannot refuse: in exchange for his freedom, he must stop a terrorist who is ready to unleash Hell on Earth.","During Grant's presidency, Jonah Hex is a remorseless bounty hunter. In the Civil War, he was a rebel whose honor put him afoul of a Confederate general, Quentin Turnbull, who murdered Jonah's family while Jonah watched. As a result of the ordeal, Jonah's face is disfigured and he can talk with the dead. After staging his own death, Turnbull, with a group of rebel stalwarts, hatches a plan to bring the Union to its knees. Grant wants Hex to stop it. While the nation readies to celebrate Independence Day, Hex and an unlikely ally have little time to stop Turnbull and his weapon of mass destruction.                Written by
<jhailey@hotmail.com>","['ulysses s grant character', 'confederate', 'death', 'terrorist', 'independence day']","Runtime:
        81 min","Color:
        Color","Language:
        English","Budget:$47,000,000
            (estimated)","Gross USA: $10,539,414, 8 August 2010",/offsite/?page-action=offsite-facebook&token=BCYk36y8O8Qz3Q2OI2UA-UtKllRPIAF_FnZQmVkpuzDAN9eXrhOD0d_VhShbDkaWlegw6hK5Z761%0D%0A-AYBrrNKquoLWEYgYP4e7A3LbR1_Na2OEb68e53O3P3ne-R3aVyHyiT6LgSwoimYuyrPzsnS1Jkm%0D%0AQPD9RN7ER2rTu9Bpx7JArLK03YnZZ2XxLHJnhFIL-oej4luXvsl0UCvG-Tdr7Qeqk0JaaVAtc51n%0D%0AtsHQ3He2Yig%0D%0A&ref_=tt_pdt_ofs_offsite_0,
1048,Jonas Brothers: The 3D Concert Experience (2009),"['Documentary', 'Music']",2009-02-27,2.1,"17,150",['Bruce Hendricks'],[],"['Nick Jonas,', 'Joe Jonas,', 'Kevin Jonas']","A 3-D concert film of the 2008 Jonas Brothers ""Burning Up"" concert tour, as well as documentary footage on the lives of the three brothers.","A 3-D concert film of the 2008 Jonas Brothers ""Burning Up"" concert tour, as well as documentary footage on the lives of the three brothers.","['concert film', '3d in title', 'rock documentary', 'punctuation in title', 'performer name in title']","Runtime:
        85 min
            (extended edition)","Color:
        Color","Language:
        English",,"Gross USA: $19,161,363, 29 March 2009",,
1049,Joshua (2007),"['Drama', 'Horror', 'Thriller']",2007-07-13,5.9,"10,770",['George Ratliff'],"['David Gilbert,', 'George Ratliff']","['Sam Rockwell,', 'Vera Farmiga,', 'Jacob Kogan']","The arrival of a newborn girl causes the gradual disintegration of the Cairn family; particularly for 9-year-old Joshua (Kogan), an eccentric boy whose proper upbringing and refined tastes both take a sinister turn.","The Cairn's life seems to be a harmonic family: The father Brad works as a stockbroker, his wife Abby takes care of their common new-born daughter Lily, and the 9-year-old Joshua is high-talented. But the appearances are deceptive. Joshua becomes gradual jealously, that his parents give the baby more attention than him. Therefore he begins to terrorize his family.                Written by
RSaVLSG","['baby', 'newborn', 'stockbroker', 'museum', 'boy']","Runtime:
        106 min","Color:
        Color","Language:
        English",,"Gross USA: $478,492, 5 August 2007",,
1050,Journey 2: The Mysterious Island (2012),"['Action', 'Adventure', 'Comedy']",2012-02-10,5.8,"76,661",['Brad Peyton'],"['Brian Gunn (screenplay),', 'Mark Gunn (screenplay)']","['Josh Hutcherson,', 'Dwayne Johnson,', 'Michael Caine']","Sean Anderson partners with his mom's husband on a mission to find his grandfather, who is thought to be missing on a mythical island.","Ever since his adventure in the center of the Earth, Sean Anderson has been looking for other places mentioned by Verne and other Vernians. He is notified about a coded message, and breaks into a satellite facility to fully receive it. With the help from his stepfather Hank (Dwayne Johnson) he decodes the message leading him to find the map that leads him to Verne's mysterious island. Along with Gabato and Kailani, Sean embarks on a mission to find his grandfather, the legendary Vernian Alexander. But unexpected problems arise as Alexander made a mistake that could change everything.                Written by
Anonymous User - Earth","['lost city', 'atlantis', 'lost world', 'close up of eye', 'mysterious island']","Runtime:
        94 min","Color:
        Color","Language:
        English","Budget:$79,000,000
            (estimated)","Gross USA: $103,860,290",/offsite/?page-action=offsite-facebook&token=BCYvf8RXdH0ViPMJ8Z3mxPTT5zLmCvYBc2qXIo-4jlSPU-wy09ZeJ03viO4A0GRGVXaDfw5GfqFI%0D%0AplbWZgybnSvoK-jZc7jo4XBbekM2rGLhiijjUni2hd0BglPN2FH5uUa7NuV143vZpWyQxg2JMpkf%0D%0AjIgVR6qN7_7qGqwNvgOM_YnV_smWDZSlPpa6cb6W6oaESlZNKPoTelFTSX50B80wsWoFT37GED5O%0D%0AYeV_iXCPXzgde6eNqJqFxsc1FRoEaxUV%0D%0A&ref_=tt_pdt_ofs_offsite_0,
1051,Journey to the Center of the Earth (2008),"['Action', 'Adventure', 'Family']",2008-07-11,5.8,"97,241",['Eric Brevig'],"['Michael D. Weiss (screenplay) (as Michael Weiss),', 'Jennifer Flackett (screenplay)']","['Brendan Fraser,', 'Josh Hutcherson,', 'Anita Briem']","On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth.","Professor Trevor Anderson receives his teenager nephew Sean Anderson. He will spend ten days with his uncle while his mother, Elizabeth, prepares to move to Canada. She gives a box to Trevor that belonged to his missing brother, Max, and Trevor finds a book with references to the last journey of his brother. He decides to follow the steps of Max with Sean and they travel to Iceland, where they meet the guide Hannah Ásgeirsson. While climbing a mountain, there is a thunderstorm and they protect themselves in a cave. However, a lightening collapses the entrance and the trio is trapped in the cave. They seek an exit and falls in a hole, discovering a lost world in the center of the Earth.                Written by
Claudio Carvalho, Rio de Janeiro, Brazil","['venus flytrap', 'following a bird', 'saving a life', 'center of the earth', 'lost world']","Runtime:
        93 min","Color:
        Color","Language:
        English
            |
        Icelandic
            |
        Italian","Budget:$45,000,000
            (estimated)","Gross USA: $101,704,370",,
1052,Joy (2015),['Drama'],2015-12-25,6.6,"108,500",['David O. Russell'],"['David O. Russell (screenplay),', 'Annie Mumolo (story)']","['Jennifer Lawrence,', 'Robert De Niro,', 'Bradley Cooper']","Joy is the story of the title character, who rose to become founder and matriarch of a powerful family business dynasty.","Joy has always been fascinated by creating things, This pursuit was always supported emotionally by her maternal grandmother, Mimi. Joy feels that lack of practical support has led to others making fortunes on ideas she came up with years ago but could not act upon manufacturing. Despite being broke, Joy is the person in her extended family to whom everyone has always turned, in the process forgoing her own life, including not having attended college to help see her parents through their divorce. She works in an unsatisfying job as an Eastern Airlines ticket clerk; and lives with her mother Terry who spends all day in bed watching soap operas; her ex-husband Tony, a less than successful aspiring Latino Tom Jones wannabe; and their two children. Added to this mix is her father Rudy, the owner of a failing heavy-duty garage, which is managed by Joy's older half-sister Peggy, with whom she has somewhat of a strained relationship, and for which Joy does the books. Sharon, Rudy's latest ...                Written by
Huggo","['black pantyhose', 'mop', 'suntan pantyhose', 'female stockinged legs', 'nude pantyhose']","Runtime:
        124 min","Color:
        Color","Language:
        English
            |
        Spanish
            |
        French","Budget:$60,000,000
            (estimated)","Gross USA: $56,451,232",,
1053,Joyful Noise (2012),"['Comedy', 'Drama', 'Music']",2012-01-13,5.7,"7,198",['Todd Graff'],['Todd Graff'],"['Queen Latifah,', 'Dolly Parton,', 'Keke Palmer']","G.G. Sparrow faces off with her choir's newly appointed director, Vi Rose Hill, over the group's direction as they head into a national competition.","This is the story of a small town choir out to win a national competition despite overwhelming odds. A story of faith and determination by the choir leaders (Queen Latifah and Dolly Parton) and the young talent who give their all to win God's praise and beat the competition for the grand prize.                Written by
Farrell Paura Productions","['chips', 'bare chested male', 'two word title']",,"Color:
        Color","Language:
        English","Budget:$25,000,000
            (estimated)","Gross USA: $30,920,167, 18 March 2012",/offsite/?page-action=offsite-facebook&token=BCYoQd8f8xQ4w_HvnQEuWo6LuLvbGqZUscHte3GYkLCYWSB-9qrEwImRxhKu5ggnD5IEn-sYVgYo%0D%0Ac1T0NXEdytifUolIgKTfeJIYD2SD8Zv9O1xSmno9UiBNt3PoQyb0-yAUh3Mn_U1tekLU7ZvjJ6ZM%0D%0A8klkG-UNA7kxuGpqQMzukiNx7yWTr5UGuv_DP0aYl3qTA1RQ-5ikRJtCJNaAhJKQ-Wl5HnDztXNL%0D%0AKg4xsbT_Dts%0D%0A&ref_=tt_pdt_ofs_offsite_0,
